visibility_level,LAT,LONG,Type,Quality,Valid,name_code,NOT_WATER
5,28.410676,74.853234,Trust,1,True,PFSY,True
1,22.826796,92.482293,NGO,3,True,PTUF,True
2,20.851545,87.888702,Trust,4,True,WXHB,False
4,16.566763,91.644342,Trust,5,True,BEIT,False
5,22.576363,82.300816,Trust,1,True,IYSN,True
4,10.647811,80.114906,Trust,4,True,VOIV,False
2,19.806275,83.740691,Trust,5,False,YYST,True
1,17.537863,90.490032,NGO,2,False,XFCZ,False
2,32.812252,70.965551,NGO,5,True,UTTU,True
2,16.383082,93.776643,NGO,3,True,WEBJ,False
4,33.146891,80.245861,Trust,3,True,TGOW,True
4,25.070288,85.611635,Charity,3,True,AIJL,True
5,15.340999,81.750528,Trust,4,True,KOHU,False
5,33.605433,85.277599,Trust,4,False,WBLW,True
3,23.824654,89.850821,NGO,2,False,VEMJ,True
4,25.753834,75.126033,Charity,5,False,MKAB,True
1,16.56753,75.015493,NGO,3,True,KRBI,True
3,28.134356,73.580809,NGO,3,False,IKFY,True
2,23.587223,90.873672,NGO,5,True,EHFM,True
2,29.193335,82.584286,Trust,1,True,LZAC,True
4,24.805684,87.318922,Trust,3,True,QVMB,True
2,18.561496,76.967799,NGO,4,True,MZHE,True
4,14.987609,77.666489,Trust,4,True,FAQX,True
4,24.440551,75.012317,Charity,4,True,LVLP,True
4,30.276139,74.530894,Charity,5,True,WAFW,True
4,15.885851,74.830658,Trust,1,True,XCUL,True
5,11.306575,70.451453,Trust,4,True,UHJZ,False
5,17.760265,72.082355,Charity,4,True,FNHI,False
3,16.298825,88.872204,NGO,4,True,RIQD,False
5,17.739427,73.573667,Trust,1,True,JTBK,True
1,10.564864,81.052758,Trust,3,False,BCQO,False
5,33.779439,87.206451,Trust,4,True,QLEI,True
5,24.664314,81.686953,NGO,4,False,FYES,True
3,23.366331,80.750702,NGO,2,False,RVMD,True
1,23.596427,92.576748,Trust,5,True,VRLC,True
1,30.557704,88.302203,Trust,4,True,JEDS,True
1,18.217985,81.094434,NGO,4,True,VHLZ,True
4,21.631312,71.237992,Trust,5,True,ZOBR,True
2,10.885316,92.595492,Trust,1,True,UDIH,False
2,25.765785,84.194461,NGO,5,False,PEPG,True
3,16.144142,75.753157,Charity,3,True,JGEZ,True
2,14.794617,73.551412,Trust,5,True,HTCY,False
1,21.947565,80.390022,Trust,1,True,KFDL,True
5,31.801989,91.446582,Charity,3,True,WXZK,True
3,10.181082,75.269219,Charity,3,True,BHFY,False
2,10.614626,90.912205,Charity,5,True,BZAA,False
5,28.454044,74.439307,NGO,2,True,RDRT,True
1,15.70727,85.349448,Charity,1,True,BIUB,False
5,29.156916,77.592,NGO,2,True,ZFUV,True
4,23.202515,88.56256,Trust,5,True,MBEF,True
4,25.06359,83.122415,Trust,3,True,AWJR,True
5,13.084118,80.97916,Charity,4,True,HPXH,False
4,14.248182,78.253244,Trust,2,False,LEXB,True
5,33.708172,73.512453,Trust,4,True,KORW,True
2,11.751553,74.066252,NGO,2,False,OYXI,False
5,22.343868,71.062177,Trust,2,True,YWQD,True
3,23.124822,90.196587,Trust,2,False,NFKZ,True
2,33.112297,86.724263,NGO,1,False,NLZB,True
2,28.676193,93.052919,NGO,4,True,GMGJ,True
1,13.18542,83.713443,Charity,4,False,WJJS,False
2,32.4022,75.942307,NGO,1,True,ZXLG,True
2,10.752718,88.996287,NGO,4,True,OBOM,False
1,19.169452,81.346141,NGO,2,False,IXNB,True
2,19.917864,79.513844,NGO,5,True,QUVB,True
5,26.113857,90.20136,NGO,4,True,XNOK,False
2,11.449081,73.175262,NGO,3,False,TJXH,False
1,33.611517,76.640938,Trust,2,False,IPGO,True
4,23.384456,92.488252,Charity,2,True,BTGH,True
3,21.34863,88.983223,Charity,1,False,DIND,False
3,11.861729,71.087118,NGO,4,True,MTKQ,False
3,30.676362,70.957903,NGO,3,True,IJTS,True
1,21.224321,86.672625,Charity,2,False,RHZJ,True
2,22.291418,78.652459,Trust,1,True,BEAQ,True
3,32.060713,82.509658,Trust,2,True,RATI,True
4,21.670907,83.652934,Trust,2,False,OVRA,True
4,11.067099,75.473714,NGO,5,True,DMEN,False
4,32.618328,92.67668,NGO,2,True,XXHV,True
3,32.397021,82.756225,Trust,4,True,QXTJ,True
3,10.755101,72.822175,Trust,5,True,CUON,False
1,24.500992,87.220408,Trust,5,True,THCX,True
3,23.998985,79.346004,Trust,5,True,MLZB,True
5,10.292657,71.513848,Charity,4,True,PMIP,False
1,12.081331,77.813515,Trust,1,False,ICZT,True
1,13.428014,78.39059,Charity,5,True,ACBG,True
1,16.31606,81.335746,NGO,3,True,OAXB,False
1,10.09738,75.85532,Trust,2,True,ZHPB,False
1,28.017646,81.514463,Trust,1,True,VDFF,True
5,32.26713,92.803161,Trust,4,False,QTSV,True
5,31.894071,80.116833,NGO,1,True,FGCP,True
5,14.846101,72.144979,Trust,5,True,ALVQ,False
5,21.272561,72.05422,Charity,5,True,SWSY,True
3,32.518107,73.105613,Charity,3,True,DVLX,True
3,33.087664,79.170011,NGO,4,True,GZXF,True
1,31.22304,93.668407,Trust,1,True,YKFR,True
1,23.755621,80.454904,Charity,3,True,TKFF,True
1,28.624852,76.560748,NGO,5,True,HMGH,True
2,33.206945,91.490717,Trust,2,True,WPRQ,True
4,29.685845,92.557057,Trust,4,True,NKPO,True
2,17.170487,74.606706,Trust,5,True,YCRY,True
4,23.634673,87.508072,Charity,2,False,PTGX,True
2,30.664441,81.032252,NGO,3,True,UJVN,True
2,27.113754,75.055297,Charity,2,False,FQPO,True
1,24.991068,78.616325,NGO,4,True,YPES,True
1,28.164302,80.601691,Trust,2,True,VPPS,True
2,32.433505,77.556134,Charity,3,True,QEUH,True
4,28.680161,70.718776,Charity,1,False,RKCK,True
4,33.515063,86.210746,NGO,3,True,FRXJ,True
3,30.391352,92.974103,NGO,5,False,YNUQ,True
5,26.176319,93.626027,NGO,5,True,HIUY,True
2,15.00802,73.964308,Charity,5,True,GSCR,False
1,14.341852,91.457816,Trust,3,True,PWHI,False
3,13.576914,87.231858,NGO,4,True,MRKL,False
1,27.139423,70.757843,Trust,2,True,DFJY,True
2,18.20141,92.612902,Charity,4,True,HCKM,False
3,19.976186,79.235179,Trust,5,True,BFJX,True
3,15.529476,85.019647,Charity,1,True,RUQU,False
3,17.450007,85.549186,Trust,1,True,JMAU,False
1,23.516332,87.480409,Charity,3,False,HTGO,True
5,23.346415,75.104125,Trust,2,True,XVAS,True
5,28.505128,73.270768,Charity,1,True,VULU,True
1,27.863964,75.209892,Charity,5,True,HVLA,True
3,29.401624,91.42277,Charity,5,False,OIAV,True
5,25.635504,93.828848,Trust,1,True,IOQD,True
2,15.751781,92.394619,NGO,2,True,QRPC,False
3,25.233927,84.227382,Charity,1,True,HSFP,True
3,22.937565,90.33134,NGO,3,True,FFNJ,True
4,12.294353,83.824221,NGO,3,False,QNSB,False
2,32.390566,86.946899,NGO,1,True,VFHC,True
2,20.49942,73.48295,Charity,3,True,LUBN,True
1,24.199091,84.062253,NGO,5,True,FLKQ,True
4,32.900518,75.164012,Charity,4,False,ONSX,True
3,24.967795,92.830791,Trust,5,True,YDTZ,True
3,11.471455,90.773026,Trust,4,True,GXAB,False
3,13.265295,74.187371,Trust,2,True,KKFH,False
4,15.410186,88.366554,Trust,1,True,UUNE,False
3,21.785862,79.350527,NGO,2,True,RHDD,True
4,12.862495,76.481905,NGO,2,True,PWEL,True
5,14.987704,79.655204,NGO,3,True,AUFC,True
1,15.755412,77.906802,NGO,4,True,DUXC,True
4,17.97238,87.751074,Trust,3,True,QMKZ,False
2,18.380948,87.028168,Charity,2,True,XADB,False
1,16.747287,85.55518,NGO,3,True,AYLA,False
3,19.695368,70.875806,Trust,4,True,WMVG,False
1,15.90117,89.122181,Trust,2,True,WNNU,False
5,10.806584,70.055708,Trust,4,False,AKSR,False
2,21.574923,86.963255,NGO,4,True,YQMP,True
2,17.139781,81.612625,Charity,5,True,WNRK,True
4,21.963432,79.739396,Charity,4,True,PTYT,True
3,20.397031,74.142101,NGO,3,False,CVYZ,True
4,16.716454,82.464261,NGO,4,True,QCUP,False
1,24.744331,73.720905,Charity,4,True,SENH,True
2,24.714258,74.082483,Trust,3,True,ALHF,True
2,33.719661,82.423495,NGO,3,True,ULIS,True
4,27.202627,73.350121,Trust,3,True,JVBC,True
4,27.012838,75.521711,Charity,1,True,PWFL,True
1,10.382519,76.226054,Trust,5,True,HDAB,True
1,12.004588,75.694086,NGO,2,True,VDWB,True
1,17.159177,73.101303,Charity,4,True,AHLY,False
5,28.724322,83.172147,NGO,5,True,BGBZ,True
3,14.84494,86.817607,Trust,5,True,TWNV,False
3,17.985435,86.898655,Trust,3,True,SVNB,False
4,31.457895,77.24025,Charity,5,True,IZJJ,True
3,13.979231,75.056189,Charity,3,True,BMUK,True
2,21.26466,88.746976,Trust,4,False,XFUW,False
5,18.032199,76.895133,Trust,3,True,JIXH,True
5,15.533574,84.22505,Trust,4,True,TTSW,False
1,24.773654,70.410347,Trust,2,False,PCIR,True
4,12.620106,91.721883,Trust,3,False,JTBY,False
2,17.734486,82.859786,Trust,5,True,URPG,True
1,16.172448,75.42796,NGO,3,True,HRID,True
1,14.842922,70.100346,Charity,5,True,INLE,False
2,31.483828,91.569466,Trust,2,True,HAHU,True
3,33.696189,91.26393,Trust,5,True,WGZG,True
4,29.406259,76.157477,Charity,5,True,AQWW,True
3,29.247058,71.179395,Trust,4,True,OHON,True
4,20.972437,75.950826,Charity,3,True,JRDG,True
3,18.931284,80.981851,NGO,2,True,XJES,True
5,31.875014,88.275669,Charity,4,True,FAML,True
1,17.676452,80.915383,NGO,3,True,OQYN,True
2,15.762283,84.841674,Charity,4,True,IOSE,False
5,30.918918,78.200604,NGO,4,False,VIND,True
1,26.416485,83.725012,Charity,4,True,YTEY,True
2,16.781155,70.518561,Trust,2,True,TWJQ,False
5,15.487705,71.535217,Trust,2,True,XJED,False
5,16.551044,76.400268,NGO,3,False,QLPA,True
4,14.065167,82.531796,Charity,4,True,SXVO,False
4,15.890762,84.46934,Trust,2,True,QXUN,False
3,22.542894,93.014982,Trust,4,True,WXSD,True
5,13.566467,71.355299,NGO,5,True,OIZS,False
1,16.5012,71.139206,Trust,3,True,OKDD,False
3,17.481196,71.53755,Trust,5,False,RVBY,False
3,27.462685,91.32184,Charity,4,True,EDKS,True
3,20.890468,92.115341,Charity,1,True,VKLJ,False
1,12.956579,76.784005,NGO,2,True,FPOC,True
5,13.232775,91.19638,Charity,2,True,EOEH,False
2,23.061953,91.057856,Charity,5,True,MFMM,True
4,30.269245,78.762967,NGO,5,True,TLAC,True
2,31.132801,85.479928,NGO,4,True,KWWX,True
3,20.731268,89.065122,Trust,5,False,ABHB,False
4,27.64208,93.541072,Trust,4,True,CSHR,True
5,22.600867,84.150942,NGO,3,True,MZKR,True
1,22.775398,90.349908,NGO,5,True,YRJE,True
4,30.103475,74.034402,Trust,3,False,SCZR,True
2,25.926305,92.781447,NGO,2,True,XSOZ,True
3,19.088457,81.990466,Trust,2,True,OKQK,True
4,26.539095,88.682317,Trust,4,True,JGLE,True
3,19.832954,93.316948,NGO,3,True,EZAW,False
2,31.941131,73.923312,Trust,1,True,UXMU,True
4,13.062816,86.639813,Charity,1,True,JENT,False
1,19.497085,93.836249,NGO,2,True,CJLP,True
5,12.217141,75.037489,NGO,4,True,OLWI,False
2,15.681372,74.864621,NGO,5,False,SNPP,True
3,18.669772,92.903234,Charity,4,True,CRCG,False
1,23.220309,89.281319,NGO,4,True,ASPM,True
3,24.437126,87.401085,Charity,4,True,QXJV,True
5,12.124063,78.458517,Trust,3,True,CVYY,True
2,12.527921,89.884823,Charity,4,True,TDHH,False
2,15.114844,81.247342,NGO,4,True,AQKH,False
3,30.246883,75.862625,NGO,4,True,WFZS,True
1,21.810978,83.46621,Charity,4,True,ECAF,True
4,23.882744,80.089032,Charity,4,True,ZDVP,True
3,28.433044,78.603832,Charity,3,True,KQPJ,True
1,26.817048,87.14603,NGO,2,False,GNEG,True
2,10.212948,88.963868,NGO,3,True,AKLS,False
1,18.824212,81.00695,Trust,2,True,UWXV,True
5,14.66427,73.854448,Trust,5,True,ZYTX,False
1,20.125672,73.197672,Charity,2,False,ZLUM,True
1,22.965689,85.491356,Trust,1,True,YNEV,True
4,16.20022,74.445941,Trust,1,False,MQMH,True
5,12.003772,77.4419,Trust,2,True,BRJK,True
4,11.721055,75.794464,Charity,1,True,XMZG,True
1,18.501174,79.19659,NGO,3,True,GRHJ,True
1,24.031909,90.545986,NGO,5,True,XZQR,True
1,13.189685,91.796805,Trust,4,False,TNSW,False
1,15.577441,81.345588,Charity,4,True,EQJR,True
2,32.353136,92.126465,Charity,4,False,PRZM,True
3,13.421785,75.057108,Charity,4,False,TYAM,True
3,12.451234,84.761555,NGO,4,True,EFYT,False
5,13.487886,93.181979,NGO,1,True,KDAY,False
1,29.052359,71.379042,NGO,2,True,AWEX,True
5,25.225045,78.137607,NGO,1,True,JZVH,True
4,32.37888,71.395932,Charity,1,False,JYAF,False
1,19.940709,86.189263,NGO,5,False,WVUT,True
4,21.269591,76.865487,NGO,1,True,EEFZ,True
4,29.152272,70.60885,NGO,4,True,ZHAQ,True
5,33.033577,93.641398,Charity,1,True,QNLO,True
3,27.750808,90.052303,Trust,3,True,NTHC,True
4,32.392652,83.749025,Charity,4,True,QNMV,True
2,19.065617,88.219706,Charity,1,True,XQKU,False
4,13.027565,79.889324,Charity,4,True,QHZP,True
2,20.495527,91.961495,NGO,5,True,CVLT,False
4,23.28772,82.896118,Trust,1,True,NXMX,True
2,19.467544,82.835365,Charity,2,True,VQEV,True
2,20.289944,87.484828,Trust,3,True,VFTA,False
4,13.692006,86.808664,Trust,1,True,OQNE,False
2,26.155055,81.413106,Charity,3,True,RTLD,True
3,11.712372,74.955774,Charity,1,True,GIMR,True
2,30.340958,88.871009,Charity,4,False,LBMO,True
2,12.312129,84.517019,NGO,3,True,MYXZ,False
5,15.407018,83.716809,Trust,2,True,MQOM,False
2,25.97082,92.385988,Charity,3,False,WBYO,True
5,32.475423,82.95367,NGO,5,False,DIST,True
5,17.745399,88.022027,NGO,4,True,XQLD,False
2,11.216803,90.601579,Charity,1,True,YVSF,False
1,12.904147,85.635429,Charity,5,True,RAZT,False
1,20.931388,75.836498,NGO,3,True,CJOF,True
1,13.54706,86.260094,Charity,2,True,FMTO,False
5,23.693404,90.072582,Trust,2,True,KWKP,True
5,29.764819,74.670515,NGO,5,True,JQDB,True
2,12.94593,79.688988,Charity,2,True,MWPS,True
1,32.983799,91.822544,Trust,2,False,MPWQ,True
2,19.736285,90.272727,Trust,2,True,ELEQ,False
4,11.821491,91.111603,NGO,5,True,CYXD,False
2,23.265255,72.847746,Charity,5,False,OQND,True
4,31.704813,88.082382,Trust,4,True,OXTD,False
5,11.626855,74.064443,Trust,1,True,CXIJ,False
4,22.979297,74.443674,Charity,5,True,ADBE,True
2,12.174319,75.828887,Charity,5,True,MNUP,True
2,23.486372,87.59259,Trust,5,True,DBCD,True
4,20.359639,89.322313,Charity,4,True,LCIO,False
2,25.335672,85.127198,Charity,3,False,NAVC,True
4,23.679621,70.227766,NGO,2,True,PJWS,False
1,26.079742,72.242844,Charity,3,False,UJBE,True
4,24.831376,74.974857,Charity,2,False,QFKB,True
2,16.101488,86.626205,Trust,1,False,NWWY,False
1,32.363245,79.993946,Charity,2,True,QORB,True
5,26.240195,74.316586,Charity,4,True,TJYM,True
4,29.398578,88.1557,Charity,2,True,XVAZ,True
1,27.666604,92.353143,Trust,4,True,GYJF,True
4,20.877511,82.168362,Charity,4,True,PUGW,True
4,11.521702,75.118636,Trust,3,False,UFQP,False
2,23.90876,92.515647,Charity,2,True,CIDL,True
1,14.566302,84.65007,Trust,5,True,SGNG,False
4,16.524195,74.651022,Charity,5,True,LYVV,True
5,16.731705,73.969724,Trust,2,True,ZGXT,True
1,29.983891,72.213227,Trust,4,True,YBLS,True
5,17.540176,79.624538,Charity,5,True,HGYC,True
1,19.088788,81.602519,Trust,2,True,PAVA,True
2,26.637146,84.934351,Trust,5,True,FUBB,True
3,26.677171,80.855505,NGO,5,True,GIYQ,True
1,10.339875,70.069112,Charity,5,True,ZLDG,False
2,13.715062,74.705028,Charity,4,True,NCPH,True
4,17.140681,79.931972,NGO,1,False,LNPV,True
3,29.612289,77.073306,Trust,4,False,DEBS,True
4,10.325189,89.925204,Charity,2,True,XYQN,False
3,15.030034,91.375145,Charity,2,True,DUUW,False
5,23.775765,80.799846,NGO,3,True,MBTA,True
5,14.854342,85.270019,NGO,4,True,TEER,False
3,12.651481,86.146041,Trust,5,True,JSNK,False
3,29.329603,81.61077,Trust,4,True,MKNI,True
3,14.105233,92.911085,NGO,3,False,IXPA,False
3,18.138337,78.642022,NGO,3,True,IQKB,True
1,28.652163,85.019781,Charity,3,False,AJFL,True
4,30.974003,73.218105,Charity,2,True,ENPS,True
2,11.604596,87.562803,NGO,1,False,XMBV,False
1,15.484252,79.20305,NGO,3,True,BCAJ,True
3,32.083353,91.440057,NGO,3,True,VAXU,False
4,27.518826,81.652488,Charity,4,True,MXOS,True
3,28.791345,87.791226,Charity,1,False,FOOP,True
1,21.996958,71.434894,NGO,1,True,LPRW,True
1,31.836536,71.033557,Charity,2,True,JDIG,True
4,25.541168,86.094971,Charity,2,True,RRRV,True
2,13.262644,72.217902,Trust,1,True,SLFQ,False
5,14.015995,90.464761,Trust,4,True,CYPD,False
2,10.850256,79.765297,Charity,2,True,MZTT,True
1,17.332161,76.603283,Charity,2,True,LRNA,True
5,15.6247,88.67111,Trust,4,True,ULPK,False
5,33.100946,70.511389,Charity,3,True,TNZQ,True
1,30.502473,75.508591,Trust,5,False,YNIP,True
1,13.576949,89.971492,NGO,5,True,RHRU,False
5,24.709339,71.095148,Trust,2,True,QLRG,True
5,25.18836,70.86793,Trust,1,True,QGXB,True
4,25.231544,71.638948,Charity,5,True,KKRK,True
1,21.028149,90.437028,Trust,4,False,SRYG,False
4,27.50079,81.624049,Trust,2,True,KZGD,True
5,27.463331,70.584721,NGO,3,False,MVRB,True
4,17.271982,71.090191,Charity,5,True,BXBM,False
3,16.904653,83.901717,NGO,3,True,YGVD,False
2,16.334718,74.430836,Trust,2,True,QZQV,True
3,27.021151,76.270004,Charity,4,False,NECL,True
3,19.22934,76.545644,Trust,1,True,ULCO,True
5,31.755753,71.299363,Charity,5,True,IPTX,True
2,17.022283,84.207539,NGO,4,True,CNSL,False
1,27.572942,81.065201,Charity,5,True,HFFH,True
4,15.169592,83.391236,Charity,2,True,GLNB,False
2,13.693773,82.849619,NGO,3,False,CSDR,False
1,16.730833,88.120508,Trust,3,True,NLSS,False
4,10.466907,84.789729,Charity,3,True,YHEK,False
3,28.076339,88.993265,Charity,2,True,YTKJ,True
3,20.50006,75.629731,NGO,3,False,NACY,False
4,21.985655,80.317981,Charity,1,True,ZTMG,True
4,25.100475,87.331382,Trust,1,True,VYNL,True
3,26.713065,70.636924,Trust,1,True,CIFF,True
1,17.793308,78.936394,NGO,3,True,SFQE,True
1,32.135969,89.992405,Charity,4,True,LKZS,True
4,33.429255,75.347695,Charity,4,True,FQNH,True
4,23.647089,73.269912,NGO,5,True,SSNT,True
2,30.022001,77.654464,NGO,3,True,OUDF,True
2,24.52566,72.224914,NGO,3,True,BWGR,True
1,13.55851,92.230048,Charity,4,True,VHNN,False
4,19.448027,86.758466,NGO,5,True,VRPC,False
5,19.805184,75.58004,Trust,3,True,AMLY,True
4,13.996142,91.21602,Trust,1,True,ITHS,False
5,32.559245,74.01707,NGO,1,True,HJVH,True
2,25.65754,86.178121,Charity,4,True,TBCM,True
1,18.693026,78.451728,Trust,1,True,GQCE,True
5,21.343563,74.587689,Trust,2,True,DMIR,True
2,27.106909,92.710241,Trust,2,True,TEFU,True
3,11.429694,89.853052,NGO,2,True,VPUC,False
5,26.081618,92.921952,Trust,3,True,XDIY,True
2,16.46335,83.959428,NGO,1,True,DMEG,False
1,30.630593,91.120621,Charity,1,True,DFNK,True
4,17.468299,74.111288,Trust,3,True,WPPR,True
3,33.109905,77.119919,Trust,2,True,XABN,True
1,26.217684,79.772149,Trust,4,True,VGOZ,True
3,31.182595,90.111527,NGO,5,True,YDCK,True
3,24.169134,90.474909,NGO,5,True,NMUF,True
5,16.938623,81.760011,Charity,2,True,ZTWK,True
2,17.226036,92.252988,Charity,3,True,HRUS,False
2,23.278031,75.617302,Charity,1,True,QCGE,True
3,16.097534,88.003172,NGO,2,False,XLKP,False
1,32.081139,87.085199,NGO,4,True,PMVC,True
1,20.292709,82.039353,Trust,4,True,IYVW,True
1,29.922853,93.217816,NGO,1,True,UMOH,True
1,25.491223,74.128483,Charity,4,True,NETL,True
2,12.63578,80.000976,NGO,2,False,RPEC,True
3,23.254792,84.867256,NGO,1,True,DCOR,True
1,13.399621,89.835771,Trust,3,False,ROAV,False
5,20.164804,75.75116,Charity,5,True,IQJY,True
3,24.888828,85.917648,Trust,2,True,VFIT,True
4,16.345782,70.57272,NGO,2,True,YEOD,False
4,21.648226,89.648224,NGO,4,True,HVOF,False
1,10.762646,79.51534,NGO,1,True,TMOK,True
3,19.750208,83.453335,Charity,3,True,DUYL,True
1,21.116245,75.445598,Trust,4,True,PBFX,True
4,25.716791,91.204679,Trust,3,True,PGEG,True
2,29.327863,79.792226,NGO,4,False,KBLJ,True
2,28.536896,83.255347,Charity,5,True,PDVL,True
4,22.809871,92.122927,Trust,4,False,FGOD,False
3,21.768263,87.33454,NGO,2,True,RMTZ,True
3,16.144636,84.593938,Trust,4,False,FMXN,False
2,18.13077,70.15864,Trust,5,True,LICR,False
4,13.34118,71.636612,NGO,4,True,SOIN,False
1,10.822216,93.874756,Trust,5,True,RWJE,False
2,26.349938,91.251282,NGO,5,True,ODMG,True
1,23.38153,87.176444,Trust,1,True,DXOQ,True
5,17.002953,90.388586,Trust,3,True,SSMZ,False
2,10.176598,87.146421,NGO,3,True,WVCG,False
5,25.174169,71.055933,NGO,5,True,INXW,True
2,24.713864,77.29213,NGO,2,True,DQKL,True
2,18.647441,70.833475,NGO,3,True,KPNB,False
5,31.171294,73.816767,Trust,4,False,QQZB,True
3,19.746503,80.090966,NGO,1,True,IAUT,True
2,28.242339,72.878147,NGO,1,False,ZLKI,True
5,23.230503,78.110566,NGO,4,True,VUVH,True
5,25.583864,80.425213,Charity,5,True,QCGK,True
3,12.408272,93.238747,NGO,3,True,XQUR,False
2,15.788392,79.218485,Trust,4,True,OLSI,True
2,19.884915,80.383095,Charity,1,True,WPRT,True
4,24.816333,70.258029,NGO,2,True,MRFE,True
4,28.065182,83.888067,Charity,2,False,VLYG,True
2,25.382728,91.236375,Trust,5,True,OVPF,True
5,21.758674,91.177693,Trust,2,True,MHNT,False
3,13.011623,85.353174,NGO,2,True,MLKQ,False
2,31.568149,74.186305,NGO,2,True,CGUX,True
4,33.37743,91.099088,Trust,2,True,DXTW,True
5,15.153816,84.002674,Charity,2,True,XFQK,False
5,12.370147,74.28337,Trust,2,True,WHMW,False
3,14.486806,74.944183,Charity,3,True,FLRZ,True
1,27.134974,89.08257,Trust,5,True,YCRH,True
2,25.171546,88.366521,Trust,3,True,OCQA,True
1,25.821771,90.310864,Charity,3,True,YMRE,True
5,20.109701,80.145907,Trust,4,True,EDHG,True
4,33.586628,85.641204,NGO,5,True,WKZM,True
2,30.417923,78.131539,NGO,2,False,AROO,True
5,15.480425,70.384817,Trust,1,True,JIGZ,False
1,18.440266,77.231384,NGO,5,True,VNOW,True
5,12.668974,92.746963,Charity,1,True,AXHF,False
2,10.881624,76.075541,Charity,1,True,IDMK,True
5,17.743458,70.608291,Trust,1,True,WQZX,False
5,22.680981,87.73851,Charity,4,False,NBWS,True
3,14.376283,76.802049,NGO,5,True,SZIH,True
2,16.700665,85.778971,Trust,5,False,PSAU,False
2,15.168335,91.353818,Trust,2,False,CACM,False
4,31.769563,84.107487,NGO,2,True,AMPX,True
5,12.914774,71.406898,Charity,3,True,YKXF,False
2,23.226664,91.161734,Charity,1,True,FWNP,True
1,31.982792,76.15302,NGO,1,True,YHVG,True
5,29.970048,71.114735,Trust,5,True,PFJF,True
5,33.911943,86.031578,Trust,1,False,UQFX,True
5,10.280945,81.545696,Charity,4,True,OKHQ,False
1,19.949469,85.68547,Trust,1,True,BGLK,True
5,27.406288,70.330799,Charity,2,True,UIGE,True
1,33.50023,88.454964,Charity,1,True,PRRK,True
2,28.857805,82.157146,Charity,1,True,WKKM,True
3,31.319233,72.033041,Charity,3,True,HJBV,True
2,12.249607,73.482243,Charity,4,True,CARH,False
5,27.57775,82.252186,Charity,1,True,WACD,True
5,26.831679,79.867684,Trust,4,True,VYTP,True
1,28.927219,82.79416,NGO,2,True,HZGX,True
3,10.826845,79.414279,Charity,4,True,KKXE,True
3,25.08831,90.164246,Charity,1,True,VESD,True
5,28.376634,78.798722,Trust,2,False,YHTG,True
3,17.515006,85.705718,Trust,2,True,HBTZ,False
3,22.11414,89.753306,NGO,4,True,UTBU,True
4,33.866236,81.207041,NGO,4,True,YINB,True
5,24.132847,83.871334,Charity,5,True,TSEI,True
5,25.365259,86.0796,NGO,5,True,TTRL,True
2,12.990324,79.899132,Trust,3,True,UTFX,True
1,33.863289,87.239556,Trust,5,True,LSDK,True
3,32.662848,74.795221,Trust,1,False,EZKZ,True
4,32.006855,79.603858,Trust,5,True,WCOU,True
5,27.840437,85.34808,Trust,4,False,UJEL,True
4,15.624894,86.757348,Charity,3,True,NBBB,False
4,21.6159,91.57478,Charity,1,True,VJMT,False
5,20.009947,77.015396,NGO,5,True,ASBV,True
4,16.164823,74.543529,NGO,3,True,VMBL,True
4,30.450202,81.181642,NGO,1,True,WRNL,True
5,29.405835,85.324708,Charity,5,True,DKEV,True
1,17.76759,90.444943,Charity,5,True,VDWU,False
2,15.323091,72.375814,Charity,1,True,GWIM,False
4,25.881237,71.749201,Trust,4,True,EJNJ,True
4,22.015195,85.900088,Charity,3,True,MJBE,True
2,14.002628,83.452358,NGO,1,True,COMS,False
4,18.320189,74.625943,NGO,5,True,SKZB,True
5,22.204841,77.779488,NGO,2,False,JUSS,True
1,11.34341,78.454841,Trust,1,True,QJGK,True
4,13.070194,75.207911,Charity,5,True,ESUS,True
2,30.737297,75.58927,NGO,5,False,ZVHQ,True
2,19.666838,80.953149,Charity,1,False,IKKX,True
1,10.772897,77.896898,NGO,2,True,HGRX,True
2,24.15742,77.195925,Trust,3,True,ZAAP,True
1,23.449526,75.479828,Trust,1,True,CUWO,True
5,29.947351,70.576635,NGO,5,True,NHSD,True
5,28.309567,71.299107,Charity,1,True,DQAQ,True
5,29.802593,92.610582,NGO,5,True,IUGJ,True
1,20.601182,88.952271,Trust,2,True,CUZV,False
5,31.191666,93.104948,Trust,5,True,YWFQ,True
5,25.796963,83.117835,Trust,5,True,EYHG,True
3,30.318274,84.102248,Charity,5,True,CJON,True
4,24.184134,75.484118,NGO,1,False,YQPR,True
2,22.325499,81.019742,Trust,3,True,QORQ,True
3,14.132416,78.412802,Trust,5,True,UWPV,True
3,17.008869,75.667675,Charity,3,True,NSYE,True
3,30.159943,91.574861,NGO,3,False,IAMK,True
1,33.206848,79.25364,Trust,3,True,ENKG,True
5,19.726708,80.847795,Charity,1,True,GZPM,True
4,21.589227,80.484424,Charity,2,True,UFLJ,True
4,27.527485,74.538233,Charity,5,True,NCYC,True
4,30.249836,83.341613,Charity,2,True,ELPQ,True
3,24.994222,71.630961,NGO,2,True,PGSO,True
4,29.386562,79.280823,NGO,3,True,SBKT,True
4,11.862308,87.151502,NGO,4,True,IBSF,False
4,14.346237,71.318708,Charity,4,True,BJXD,False
4,29.942614,72.247046,Charity,1,True,SLHG,True
